1,"Could not find the specified course.","","","","2012-01-09 05:45:15.143447","2012-01-09 05:45:15.143447"
2,"No books needed for this class.","","","","2012-01-09 05:45:15.168855","2012-01-09 05:45:15.168855"
3,"Materials Not Finalized For This Class.","","","","2012-01-09 05:45:15.175579","2012-01-09 05:45:15.175579"
4,"A. D.: New Orleans After the Deluge","Neufeld","","9780375714887","2012-01-09 05:45:17.95143","2012-01-09 05:45:17.95143"
5,"Anthropology Matters","Fedorak","","9781442601086","2012-01-09 05:45:20.225431","2012-01-09 05:45:20.225431"
6,"Women of the Forest (30th Anniv Ed)","Murphy","","9780231132336","2012-01-09 05:45:20.238841","2012-01-09 05:45:20.238841"
7,"Families We Choose (Rev w/New Preface)","Weston","","9780231110938","2012-01-09 05:45:20.252763","2012-01-09 05:45:20.252763"
8,"Making Sense of Language","Blum","","9780195336382","2012-01-09 05:45:22.039165","2012-01-09 05:45:22.039165"
9,"Through the Language Glass","Deutscher","","9780805081954","2012-01-09 05:45:22.054764","2012-01-09 05:45:22.054764"
10,"Conceiving the New World Order","Ginsburg","","9780520089143","2012-01-09 05:45:24.613179","2012-01-09 05:45:24.613179"
11,"Making Sex","Laqueur","","9780674543553","2012-01-09 05:45:24.627493","2012-01-09 05:45:24.627493"
12,"Woman in the Body (with New Preface)","Martin","","9780807046456","2012-01-09 05:45:24.64044","2012-01-09 05:45:24.64044"
13,"Sexuality in World History","Stearns","","9780415777773","2012-01-09 05:45:28.4912","2012-01-09 05:45:28.4912"
14,"Gender Diversity: Crosscultural Variations","Nanda","","9781577660743","2012-01-09 05:45:28.539436","2012-01-09 05:45:28.539436"
15,"Guide to Getting It On (Commemorative Ed)","Joannides","6th","9781885535337","2012-01-09 05:45:28.553366","2012-01-09 05:45:28.553366"
16,"Sex at Dawn","Ryan","","9780061707810","2012-01-09 05:45:28.572216","2012-01-09 05:45:28.572216"
17,"With Pleasure","Abramson","","9780195146097","2012-01-09 05:45:28.604087","2012-01-09 05:45:28.604087"
18,"Human Sexuality","Levay","","9780878935703","2012-01-09 05:45:28.62596","2012-01-09 05:45:28.62596"
19,"Chen Village: Revolution to Globalization","Chan","3rd","9780520259317","2012-01-09 05:45:33.245419","2012-01-09 05:45:33.245419"
20,"Yemen Chronicle","Caton","","9780809098828","2012-01-09 05:45:37.766292","2012-01-09 05:45:37.766292"
21,"Ethnographic Sorcery","West","","9780226893983","2012-01-09 05:45:37.807955","2012-01-09 05:45:37.807955"
22,"Chicken","Striffler","","9780300123678","2012-01-09 05:45:37.822692","2012-01-09 05:45:37.822692"
23,"Reader in Anthropology of Religion","Lambek","2nd","9781405136143","2012-01-09 05:45:40.694886","2012-01-09 05:45:40.694886"
24,"Dreams That Matter","Mittermaier","","9780520258518","2012-01-09 05:45:40.71029","2012-01-09 05:45:40.71029"
25,"Book of Jerry Falwell","Harding","","9780691089584","2012-01-09 05:45:40.723765","2012-01-09 05:45:40.723765"
26,"Edge of Islam","McIntosh","","9780822345091","2012-01-09 05:45:40.737061","2012-01-09 05:45:40.737061"
27,"Talking About People","Haviland","","9780072994810","2012-01-09 05:45:43.518423","2012-01-09 05:45:43.518423"
28,"Cultural Anthropology","Robbins","6th","9781111833947","2012-01-09 05:45:43.532401","2012-01-09 05:45:43.532401"
29,"Exotic No More: Anthropology on Front Lines","Macclancy","","9780226500133","2012-01-09 05:45:43.549172","2012-01-09 05:45:43.549172"
30,"Life Ascending","Lane","","9780393338669","2012-01-09 05:45:47.291129","2012-01-09 05:45:47.291129"
31,"Primate's Memoir","Sapolsky","","9780743202411","2012-01-09 05:45:47.337681","2012-01-09 05:45:47.337681"
32,"First Human","Gibbons","","9781400076963","2012-01-09 05:45:47.354424","2012-01-09 05:45:47.354424"
33,"How Humans Evolved","Boyd","5th","9780393932713","2012-01-09 05:45:47.368072","2012-01-09 05:45:47.368072"
34,"Endless Forms Most Beautiful","Carroll","","9780393060164","2012-01-09 05:45:47.382196","2012-01-09 05:45:47.382196"
35,"Analyzing Social Settings","Lofland","","9780534528614","2012-01-09 05:45:50.888701","2012-01-09 05:45:50.888701"
36,"When They Read What We Write","Brettell","","9780897894920","2012-01-09 05:45:50.90234","2012-01-09 05:45:50.90234"
37,"Thrice-Told Tale","Wolf","","9780804719803","2012-01-09 05:45:50.915483","2012-01-09 05:45:50.915483"
38,"Gift of a Bride","Nanda","","9780759111509","2012-01-09 05:45:50.928519","2012-01-09 05:45:50.928519"
39,"Writing Ethnographic Fieldnotes, Second Edition","Emerson","2nd","9780226206837","2012-01-09 05:45:50.941601","2012-01-09 05:45:50.941601"
41,"Reading for History of Anthropological Theory","Erickson","3rd","9781442600690","2012-01-09 05:45:53.110206","2012-01-09 05:45:53.110206"
42,"Rhetoric","Aristotle","","9781616403072","2012-01-09 05:45:55.513198","2012-01-09 05:45:55.513198"
43,"Discourse Reader","Jaworski","2nd","9780415346320","2012-01-09 05:45:55.526177","2012-01-09 05:45:55.526177"
44,"Language of Law School","Mertz","","9780195183108","2012-01-09 05:45:55.539592","2012-01-09 05:45:55.539592"
45,"Peaks of Yemen I Summon","Caton","","9780520082618","2012-01-09 05:45:55.555185","2012-01-09 05:45:55.555185"
46,"Verbal Hygiene","Cameron","","9780415103558","2012-01-09 05:45:55.574848","2012-01-09 05:45:55.574848"
47,"Girls of Riyadh","Alsanea","","9780143113478","2012-01-09 05:45:58.833133","2012-01-09 05:45:58.833133"
48,"Culture, Society and Sexuality","Parker","2nd","9780415404563","2012-01-09 05:45:58.847327","2012-01-09 05:45:58.847327"
50,"Law of Desire","Haeri","","9780815624837","2012-01-09 05:45:58.879587","2012-01-09 05:45:58.879587"
51,"Remaking Women","Abu-Lughod","","9780691057927","2012-01-09 05:45:58.918749","2012-01-09 05:45:58.918749"
53,"Gridlock","Mahdavi","","9780804772204","2012-01-09 05:45:58.945533","2012-01-09 05:45:58.945533"
54,"Life as Politics","Bayat","","9780804769242","2012-01-09 05:46:02.417221","2012-01-09 05:46:02.417221"
55,"Carbon Democracy","Mitchell","","9781844677450","2012-01-09 05:46:02.435334","2012-01-09 05:46:02.435334"
57,"Ambiguities of Domination","Wedeen","","9780226877884","2012-01-09 05:46:02.46541","2012-01-09 05:46:02.46541"
58,"Origins of Virtue","Ridley","","9780140264456","2012-01-09 05:46:04.084494","2012-01-09 05:46:04.084494"
60,"Arabic-English Dictionary","Wehr","","9780879500030","2012-01-09 05:46:06.215029","2012-01-09 05:46:06.215029"
61,"Modern Arabic: Grammar in Context","Attar","","9780866857369","2012-01-09 05:46:10.390954","2012-01-09 05:46:10.390954"
62,"Modern Arabic : The Arabic European Encounter","Attar","","9781853411601","2012-01-09 05:46:10.409231","2012-01-09 05:46:10.409231"
63,"Lost City of Z","Grann","","9781400078455","2012-01-09 05:46:13.350124","2012-01-09 05:46:13.350124"
64,"Land of Ghosts","Campbell","","9780813540528","2012-01-09 05:46:13.363443","2012-01-09 05:46:13.363443"
65,"Tree of Rivers","Hemming","","9780500288207","2012-01-09 05:46:13.376914","2012-01-09 05:46:13.376914"
66,"Unconquered","Wallace","","9780307462961","2012-01-09 05:46:13.390707","2012-01-09 05:46:13.390707"
68,"Globalization Reader","Lechner","","9780470655634","2012-01-09 05:46:19.08043","2012-01-09 05:46:19.08043"
69,"Fragments of an Anarchist Anthropology","Graeber","","9780972819640","2012-01-09 05:46:19.094063","2012-01-09 05:46:19.094063"
70,"Movement of Movements","Mertes","","9781859844687","2012-01-09 05:46:19.107289","2012-01-09 05:46:19.107289"
71,"Globalization: Very Short Intro (Fully Upd New Ed)","Steger","2nd","9780199552269","2012-01-09 05:46:19.121358","2012-01-09 05:46:19.121358"
72,"Before Night Falls","Arenas","","9780140157659","2012-01-09 05:46:27.863668","2012-01-09 05:46:27.863668"
73,"Falling into the Lesbi World","Blackwood","","9780824834876","2012-01-09 05:46:27.877707","2012-01-09 05:46:27.877707"
74,"De los Otros","Carrier","","9780231096935","2012-01-09 05:46:27.891686","2012-01-09 05:46:27.891686"
75,"Straight to Jesus","Erzen","","9780520245822","2012-01-09 05:46:27.906059","2012-01-09 05:46:27.906059"
76,"Passion to Preserve","Fellows","","9780299196844","2012-01-09 05:46:27.919029","2012-01-09 05:46:27.919029"
77,"Allah Made Us","Gaudio","","9781405152525","2012-01-09 05:46:27.937","2012-01-09 05:46:27.937"
78,"Out in the Country","Gray","","9780814731932","2012-01-09 05:46:27.951844","2012-01-09 05:46:27.951844"
79,"Sambia","Herdt","2nd","9780534643836","2012-01-09 05:46:27.994427","2012-01-09 05:46:27.994427"
80,"Boots of Leather, Slippers of Gold","Kennedy","","9780415902939","2012-01-09 05:46:28.009308","2012-01-09 05:46:28.009308"
81,"Out in the Field","Lewin","","9780252065187","2012-01-09 05:46:28.022597","2012-01-09 05:46:28.022597"
82,"Urban Aboriginals","Mains","","9781881943181","2012-01-09 05:46:28.037227","2012-01-09 05:46:28.037227"
49,"Women with Mustaches and Men Without Beards","Najmabadi","","9780520242630","2012-01-09 05:45:58.863403","2012-01-20 04:08:32.007598"
52,"Between Marriage and Market","Hoodfar","","9780520208254","2012-01-09 05:45:58.932172","2012-01-20 04:08:32.02276"
56,"Shop Floor Culture and Politics in Egypt","Shehata","","9781438428505","2012-01-09 05:46:02.450715","2012-01-20 04:08:32.029262"
59,"Clear and Simple as the Truth","Thomas","2nd","9780691147437","2012-01-09 05:46:04.097977","2012-01-20 04:08:32.035571"
67,"Witchcraft Oracles and Magic Among Azandes (Abridged)","Evans-Pritchard","","9780198740292","2012-01-09 05:46:15.902797","2012-01-20 04:08:32.042152"
83,"Neither Man nor Woman: Hijras of India","Nanda","2nd","9780534509033","2012-01-09 05:46:28.050915","2012-01-09 05:46:28.050915"
84,"Gay Synagogue in New York","Shokeid","","9780812218404","2012-01-09 05:46:28.064602","2012-01-09 05:46:28.064602"
85,"Not by Genes Alone","Richerson","","9780226712123","2012-01-09 05:46:30.081519","2012-01-09 05:46:30.081519"
86,"Evolution of Human Societies","Johnson","2nd","9780804740326","2012-01-09 05:46:30.104357","2012-01-09 05:46:30.104357"
87,"Struggles for Representation","Klotman","","9780253213471","2012-01-09 05:46:44.596881","2012-01-09 05:46:44.596881"
88,"Cinemas of Black Diaspora","Martin","","9780814325889","2012-01-09 05:46:44.612405","2012-01-09 05:46:44.612405"
89,"Playing in the Dark","Morrison","","9780679745426","2012-01-09 05:46:44.63472","2012-01-09 05:46:44.63472"
90,"MASK OF ART","TAYLOR","","9780253211927","2012-01-09 05:46:44.652783","2012-01-09 05:46:44.652783"
91,"Intro to Documentary","Nichols","2nd","9780253222602","2012-01-09 05:46:44.693317","2012-01-09 05:46:44.693317"
92,"Are Prisons Obsolete?","Davis","","9781583225813","2012-01-09 05:46:44.709185","2012-01-09 05:46:44.709185"
93,"White on Black","Pieterse","","9780300063110","2012-01-09 05:46:44.724333","2012-01-09 05:46:44.724333"
94,"Contemporary Art","Smith","","9780205789719","2012-01-09 05:46:45.623681","2012-01-09 05:46:45.623681"
95,"Hare with Amber Eyes","De Waal","","","2012-01-09 05:46:46.389809","2012-01-09 05:46:46.389809"
96,"Sight of Death","Clark","","9780300137583","2012-01-09 05:46:48.20814","2012-01-09 05:46:48.20814"
97,"Body Artist (Trade Ed)","Delillo","","9780743203968","2012-01-09 05:46:48.222064","2012-01-09 05:46:48.222064"
99,"Native North American Art","Berlo","","9780192842183","2012-01-09 05:46:51.78418","2012-01-09 05:46:51.78418"
100,"Trading Identities","Phillips","","9780295976488","2012-01-09 05:46:51.813477","2012-01-09 05:46:51.813477"
101,"Geisha (25th Anniv Ed)(Upd with New Preface)","Dalby","","9780520257894","2012-01-09 05:46:53.786435","2012-01-09 05:46:53.786435"
102,"Ukiyo-E","Calza","","9780714847948","2012-01-09 05:46:53.805368","2012-01-09 05:46:53.805368"
103,"Nightless City","De Becker","","9780486455631","2012-01-09 05:46:53.819932","2012-01-09 05:46:53.819932"
104,"Rococo to Revolution","Levey","","9780500200506","2012-01-09 05:46:56.724245","2012-01-09 05:46:56.724245"
105,"British Painting: Golden Age","Vaughan","","9780500203194","2012-01-09 05:46:56.740282","2012-01-09 05:46:56.740282"
107,"Framing America","Pohl","2nd","9780500287156","2012-01-09 05:46:58.273983","2012-01-09 05:46:58.273983"
108,"Mexican Muralists","Rochfort","","9780811819282","2012-01-09 05:46:58.289162","2012-01-09 05:46:58.289162"
109,"Pacific Standard Time","Peabody","","9781606060728","2012-01-09 05:46:59.008464","2012-01-09 05:46:59.008464"
110,"Abstract Expressionism","Anfam","","9780500202432","2012-01-09 05:46:59.022309","2012-01-09 05:46:59.022309"
111,"Sight Unseen","Berger","","9780520244597","2012-01-09 05:47:06.962311","2012-01-09 05:47:06.962311"
112,"White","Dyer","","9780415095372","2012-01-09 05:47:07.02518","2012-01-09 05:47:07.02518"
113,"Race is a Nice Thing to Have","Helms","2nd","9780917276132","2012-01-09 05:47:07.069472","2012-01-09 05:47:07.069472"
114,"White Weddings","Ingraham","2nd","9780415951333","2012-01-09 05:47:07.083323","2012-01-09 05:47:07.083323"
115,"History of White People","Painter","","9780393339741","2012-01-09 05:47:07.096596","2012-01-09 05:47:07.096596"
116,"In the Blood","Tapper","","9780812234718","2012-01-09 05:47:07.109662","2012-01-09 05:47:07.109662"
118,"Atlas of Human Anatomy for Artist","Peck","","9780195030952","2012-01-09 05:47:11.495138","2012-01-09 05:47:11.495138"
119,"Themes of Contemporary Art: Visual Art After 1980","Robertson","2nd","9780195367577","2012-01-09 05:47:12.665285","2012-01-09 05:47:12.665285"
120,"Critical Issues in Public Art","Senie","","9781560987697","2012-01-09 05:47:15.81996","2012-01-09 05:47:15.81996"
121,"Dialogues in Public Art","Finkelpearl","","9780262561488","2012-01-09 05:47:15.833504","2012-01-09 05:47:15.833504"
122,"One Place After Another","Kwon","","9780262612029","2012-01-09 05:47:15.851916","2012-01-09 05:47:15.851916"
123,"Digital Art","Paul","2nd","9780500203989","2012-01-09 05:47:18.337296","2012-01-09 05:47:18.337296"
124,"Non-Designer's Design Book","Williams","3rd","9780321534040","2012-01-09 05:47:18.351104","2012-01-09 05:47:18.351104"
125,"Adobe Photoshop CS5 Classroom in a Book (w/DVD)","Adobe Press","","9780321701763","2012-01-09 05:47:18.3641","2012-01-09 05:47:18.3641"
126,"Adobe Illustrator CS5 (w/CD)","Adobe Press","","9780321701787","2012-01-09 05:47:20.706565","2012-01-09 05:47:20.706565"
127,"Adobe Indesign CS5 (w/CD)","Adobe Press","","9780321701794","2012-01-09 05:47:20.721085","2012-01-09 05:47:20.721085"
128,"Ghostlife of Third Cinema","Mimura","","9780816648313","2012-01-09 05:47:24.292681","2012-01-09 05:47:24.292681"
129,"Moving the Image","Leong","","9780934052139","2012-01-09 05:47:24.306529","2012-01-09 05:47:24.306529"
130,"Countervisions","Hamamoto","","9781566397766","2012-01-09 05:47:24.319859","2012-01-09 05:47:24.319859"
131,"Echoes of the Ancient Skies","Krupp","","9780486428826","2012-01-09 05:47:29.325818","2012-01-09 05:47:29.325818"
132,"Power of Stars","Penprase","","9781441968029","2012-01-09 05:47:29.340526","2012-01-09 05:47:29.340526"
133,"Cosmos","North","","9780226594415","2012-01-09 05:47:29.356424","2012-01-09 05:47:29.356424"
134,"21st Century Astronomy","Hester","3rd","9780393931983","2012-01-09 05:47:30.917026","2012-01-09 05:47:30.917026"
136,"Becker's World of Cell (w/Bind-in Access Code)","Hardin","8th","9780321716026","2012-01-09 05:47:33.888275","2012-01-09 05:47:33.888275"
137,"Intro to Modern Astrophysics","Carroll","2nd","9780805304022","2012-01-09 05:47:35.704155","2012-01-09 05:47:35.704155"
138,"Evolutionary Analysis","Freeman","","9780132275842","2012-01-09 05:47:40.356644","2012-01-09 05:47:40.356644"
139,"Ecology","Cain","2nd","9780878934454","2012-01-09 05:47:40.371108","2012-01-09 05:47:40.371108"
140,"Intoductory Biology (CP) - JS BIOL 044L - SP12","Staff","","9780840109132","2012-01-09 05:47:42.76702","2012-01-09 05:47:42.76702"
141,"Biology","Brooker","2nd","9780077349967","2012-01-09 05:47:42.782664","2012-01-09 05:47:42.782664"
142,"Short Guide to Writing About Biology","Pechenik","7th","9780205667277","2012-01-09 05:47:50.326143","2012-01-09 05:47:50.326143"
143,"Eckert Animal Physiology","Randall","5th","9780716738633","2012-01-09 05:48:05.798121","2012-01-09 05:48:05.798121"
144,"Conservation Science","Kareiva","","9781936221066","2012-01-09 05:48:07.16036","2012-01-09 05:48:07.16036"
145,"Dynamic Models in Biology","Ellner","","9780691125893","2012-01-09 05:48:08.511069","2012-01-09 05:48:08.511069"
147,"Genetics (Text Only)","Brooker","","9780073525280","2012-01-09 05:48:10.571892","2012-01-09 05:48:10.571892"
148,"Perspectives on Animal Behavior","Goodenough","3rd","9780470045176","2012-01-09 05:48:11.995307","2012-01-09 05:48:11.995307"
150,"Cell Cycle: Intro","Murray","","9780195095296","2012-01-09 05:48:13.95769","2012-01-09 05:48:13.95769"
151,"Landmarks in Gene Regulation","Latchman","","9781855781092","2012-01-09 05:48:14.86724","2012-01-09 05:48:14.86724"
152,"Neuroscience","Purves","5th","9780878936953","2012-01-09 05:48:17.822881","2012-01-09 05:48:17.822881"
153,"Developmental Biology (w/AccessCode)","Gilbert","9th","9780878933846","2012-01-09 05:48:18.578663","2012-01-09 05:48:18.578663"
154,"Molecular Biology of Cell (w/DVD)","Alberts","5th","9780815341055","2012-01-09 05:48:19.923697","2012-01-09 05:48:19.923697"
155,"Current Protocols Essential Laboratory Techniques","Gallagher","","9780470089934","2012-01-09 05:48:22.882322","2012-01-09 05:48:22.882322"
156,"Herpetology","Pough","3rd","9780131008496","2012-01-09 05:48:24.505609","2012-01-09 05:48:24.505609"
157,"Practical Computing for Biologists","Haddock","","9780878933914","2012-01-09 05:48:25.244555","2012-01-09 05:48:25.244555"
158,"Molecular Biology","Weaver","5th","9780073525327","2012-01-09 05:48:27.412695","2012-01-09 05:48:27.412695"
159,"Fund of Biochemistry","Voet","","9780470547847","2012-01-09 05:48:28.557408","2012-01-09 05:48:28.557408"
160,"Intro to Bioinformatics Algorithms","Jones","","9780262101066","2012-01-09 05:48:29.735328","2012-01-09 05:48:29.735328"
161,"Chemical Prin Enh Ed (Text Only)","Zumdahl","6th","9781111425869","2012-01-09 05:48:32.9701","2012-01-09 05:48:32.9701"
162,"Chemistry: Molecular Appr","Tro","2nd","9780321651785","2012-01-09 05:48:36.885322","2012-01-09 05:48:36.885322"
163,"University Chemistry","Laird","","9780077221331","2012-01-09 05:48:39.739213","2012-01-09 05:48:39.739213"
106,"Romanticism and Art","Vaughan","","9780500202753","2012-01-09 05:46:56.756131","2012-01-20 04:08:32.054405"
117,"Race and Enlightenment: Reader","Eze","","9780631201373","2012-01-09 05:47:07.153158","2012-01-20 04:08:32.060442"
135,"Voyages Through Universe (w/CD and ACE Card and VAL Card)","Fraknoi","3rd","9780495017899","2012-01-09 05:47:32.166934","2012-01-20 04:08:32.066385"
146,"Human Physiology (w/CD and Access Code)","Silverthorn","5th","9780321769701","2012-01-09 05:48:09.412802","2012-01-20 04:08:32.072364"
149,"Bioinformatics and Functional Genomics","Pevsner","2nd","9780470085851","2012-01-09 05:48:13.101483","2012-01-20 04:08:32.078494"
164,"Organic Chem Lab Survival Manual","Zubrick","8th","9780470494370","2012-01-09 05:48:51.419626","2012-01-09 05:48:51.419626"
166,"Billion Dollar Molecule","Werth","","9780671510572","2012-01-09 05:48:53.134376","2012-01-09 05:48:53.134376"
167,"Environmental Chemistry","Vanloon","3rd","9780199228867","2012-01-09 05:48:54.20845","2012-01-09 05:48:54.20845"
168,"Prin of Instrumental Analysis","Skoog","6th","9780495012016","2012-01-09 05:48:56.964682","2012-01-09 05:48:56.964682"
169,"Organic Chemistry","Loudon","5th","9780981519432","2012-01-09 05:48:57.816804","2012-01-09 05:48:57.816804"
170,"Molecular Visions Model Kit (w/Shrinkwrap)","Darling Models","","9780964883710","2012-01-09 05:48:57.830084","2012-01-09 05:48:57.830084"
171,"Inorganic Chemistry","Housecroft","3rd","9780131755536","2012-01-09 05:48:59.537338","2012-01-09 05:48:59.537338"
172,"Organic Chemistry (w/Bind In Chemplace Access)","Bruice","6th","9780321663139","2012-01-09 05:49:10.511789","2012-01-09 05:49:10.511789"
173,"Making the Connections: How to Guide for Org Chem Lab...","Padias","","9780738019857","2012-01-09 05:49:10.533456","2012-01-09 05:49:10.533456"
175,"Student Lab Notebook (100 Carbonless Dupl Sets)","Hayden","","9781930882744","2012-01-09 05:49:10.576635","2012-01-09 05:49:10.576635"
176,"Basic Chemical Thermodynamics","Smith","5th","9781860944468","2012-01-09 05:49:12.348246","2012-01-09 05:49:12.348246"
177,"Chemist's Guide to Density Functional Theory","Koch","2nd","9783527303724","2012-01-09 05:49:14.207982","2012-01-09 05:49:14.207982"
178,"Modern Quantum Chemistry","Szabo","","9780486691862","2012-01-09 05:49:14.243191","2012-01-09 05:49:14.243191"
179,"Understanding Nanomaterials","Johal","","9781420073102","2012-01-09 05:49:15.279853","2012-01-09 05:49:15.279853"
180,"Analytical Chemistry","Skoog","7th","9780030202933","2012-01-09 05:49:24.411624","2012-01-09 05:49:24.411624"
181,"Basic One- And Two-Dimensional NMR Spectroscopy","Friebolin","5th","9783527327829","2012-01-09 05:49:25.76385","2012-01-09 05:49:25.76385"
183,"Integrated Chinese: Trad Char (Lvl 1:Pt 2)","Yao","2nd","9780887275821","2012-01-09 05:49:28.604242","2012-01-09 05:49:28.604242"
184,"Integrated Chinese: Trad Char (Lvl 1:Pt 2)(Wkbk)","Yao","2nd","9780887274794","2012-01-09 05:49:28.616857","2012-01-09 05:49:28.616857"
185,"Taiwan Today: Intermediate Course","Teng","3rd","9780887275647","2012-01-09 05:49:32.276465","2012-01-09 05:49:32.276465"
186,"Advanced Chinese Multimedia Course","Lee","","9780415774079","2012-01-09 05:49:32.770229","2012-01-09 05:49:32.770229"
187,"INTER CHINESE FOR BILINGUALS: GLIMPSES OF CHINA (CP)","Wu","","","2012-01-09 05:49:36.483068","2012-01-09 05:49:36.483068"
189,"Thirty-Eight Latin Stories","Groton","","9780865162891","2012-01-09 05:49:40.516729","2012-01-09 05:49:40.516729"
190,"Latin (Rev by LaFleur)(Revised)","Wheelock","7th","9780061997211","2012-01-09 05:49:40.531373","2012-01-09 05:49:40.531373"
191,"From Alpha to Omega (Revised)","Groton","3rd","9781585100347","2012-01-09 05:49:41.398347","2012-01-09 05:49:41.398347"
192,"De Rerum Natura (BkIII)","Lucretius","","9780521291774","2012-01-09 05:49:46.650905","2012-01-09 05:49:46.650905"
193,"Complete Fairy Tales of Brothers Grimm (All-New)","Grimm","3rd","9780553382167","2012-01-09 05:49:47.30852","2012-01-09 05:49:47.30852"
196,"New Bloomsday Book","Blamires","3rd","9780415138581","2012-01-09 05:49:49.630214","2012-01-09 05:49:49.630214"
197,"Portrait of the Artist as a Young Man","Joyce","","9780142437346","2012-01-09 05:49:49.644038","2012-01-09 05:49:49.644038"
198,"Ulysses: Complete Unabridged Text","Joyce","","9780679722762","2012-01-09 05:49:49.657958","2012-01-09 05:49:49.657958"
199,"Intro to Latin","Shelmerdine","","9781585102709","2012-01-09 05:49:52.632763","2012-01-09 05:49:52.632763"
200,"Romans: From Village to Empire","Boatwright","2nd","9780199730575","2012-01-09 05:49:54.19869","2012-01-09 05:49:54.19869"
201,"Lives of the Caesars","Suetonius","","9780199537563","2012-01-09 05:49:54.247677","2012-01-09 05:49:54.247677"
202,"Aeneid","Virgil","","9780199231959","2012-01-09 05:49:54.261695","2012-01-09 05:49:54.261695"
203,"Metamorphoses","Ovid","","9780199537372","2012-01-09 05:49:54.299885","2012-01-09 05:49:54.299885"
204,"Virgil: Eclogues and Georgics","Virgil","","9781853995088","2012-01-09 05:49:55.968222","2012-01-09 05:49:55.968222"
205,"Vergil: Aeneid, Book IV","Vergil","","9781585102280","2012-01-09 05:49:55.984913","2012-01-09 05:49:55.984913"
206,"Latin-English Dictionary","Chambers Murray","","9780550190031","2012-01-09 05:49:55.998294","2012-01-09 05:49:55.998294"
207,"New Latin Grammar (Upd Mahoney)","Allen","","9781585100279","2012-01-09 05:49:56.012038","2012-01-09 05:49:56.012038"
208,"Sicilian Mafia","Gambetta","","9780674807426","2012-01-09 05:49:58.172902","2012-01-09 05:49:58.172902"
209,"Cosa Nostra: History of the Sicilian Mafia","Dickie","","9781403970428","2012-01-09 05:49:58.196308","2012-01-09 05:49:58.196308"
210,"Gomorrah","Saviano","","9780312427795","2012-01-09 05:49:58.226605","2012-01-09 05:49:58.226605"
211,"Sandokan","Balestrini","","9781933633800","2012-01-09 05:49:58.242477","2012-01-09 05:49:58.242477"
212,"Insomniac","Greene","","9780520246300","2012-01-09 05:50:07.219874","2012-01-09 05:50:07.219874"
213,"House of Sleep","Coe","","9780375700880","2012-01-09 05:50:07.238041","2012-01-09 05:50:07.238041"
214,"Seeing the Unspeakable","Shaw","","9780822333968","2012-01-09 05:50:13.367753","2012-01-09 05:50:13.367753"
215,"Kindred","Butler","","9780807083109","2012-01-09 05:50:13.382526","2012-01-09 05:50:13.382526"
216,"Alienist (Trade Ed)","Carr","","9780812976144","2012-01-09 05:50:13.396299","2012-01-09 05:50:13.396299"
217,"Beloved (with New Foreword)","Morrison","","9781400033416","2012-01-09 05:50:13.412307","2012-01-09 05:50:13.412307"
218,"Sex Wars","Piercy","","9780060789879","2012-01-09 05:50:13.426442","2012-01-09 05:50:13.426442"
219,"Gardens in the Dunes","Silko","","9780684863320","2012-01-09 05:50:13.439637","2012-01-09 05:50:13.439637"
220,"Short Guide to Writing about Film","Corrigan","8th","9780205236398","2012-01-09 05:50:13.453108","2012-01-09 05:50:13.453108"
221,"On Female Body Experience","Young","","9780195161939","2012-01-09 05:50:18.471838","2012-01-09 05:50:18.471838"
222,"Bluest Eye (Trade Ed:#27305-)","Morrison","","9780452273054","2012-01-09 05:50:18.485296","2012-01-09 05:50:18.485296"
223,"Young Femininity","Aapola","","9780333965122","2012-01-09 05:50:18.498845","2012-01-09 05:50:18.498845"
224,"Woman Warrior (Trade Ed)","Kingston","","9780679721888","2012-01-09 05:50:18.511711","2012-01-09 05:50:18.511711"
225,"Bone Black","Hooks","","9780805055122","2012-01-09 05:50:18.544736","2012-01-09 05:50:18.544736"
226,"Ways of Seeing","Berger","","9780140135152","2012-01-09 05:50:18.56102","2012-01-09 05:50:18.56102"
228,"Representations of Intellectual","Said","","9780679761273","2012-01-09 05:50:22.772179","2012-01-09 05:50:22.772179"
229,"Breaking Bread","Hooks","","9780896084148","2012-01-09 05:50:22.786019","2012-01-09 05:50:22.786019"
230,"Lettered City","Rama","","9780822317661","2012-01-09 05:50:22.799736","2012-01-09 05:50:22.799736"
231,"Considerations on Western Marxism","Anderson","","9780860917205","2012-01-09 05:50:22.813049","2012-01-09 05:50:22.813049"
232,"Java","Bruce","","9780131424159","2012-01-09 05:50:24.581961","2012-01-09 05:50:24.581961"
233,"Adventures of Marco Polo","Smalley","","9780736852401","2012-01-09 05:50:29.343308","2012-01-09 05:50:29.343308"
234,"Jew in the Lotus","Kamenetz","","9780061367397","2012-01-09 05:50:29.357815","2012-01-09 05:50:29.357815"
236,"Short Account of Destruction of Indies","Lascasas","","9780140445626","2012-01-09 05:50:29.394661","2012-01-09 05:50:29.394661"
237,"Pilgrimage to the End of the World","Rudolph","","9780226731278","2012-01-09 05:50:29.417932","2012-01-09 05:50:29.417932"
238,"Orientalism (25th Anniversary Ed)","Said","","9780394740676","2012-01-09 05:50:29.435442","2012-01-09 05:50:29.435442"
239,"Letters to a Young Novelist","Llosa","","9780312421724","2012-01-09 05:50:32.75998","2012-01-09 05:50:32.75998"
240,"Einstein, Picasso","Miller","","9780465018604","2012-01-09 05:50:32.776322","2012-01-09 05:50:32.776322"
